subject_id	object_id
http://www.ebi.ac.uk/efo/alternative_term	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym
http://www.ebi.ac.uk/efo/definition	http://purl.obolibrary.org/obo/IAO_0000115
http://www.ebi.ac.uk/efo/reason_for_inactivation	http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/ECO_0000218	http://www.geneontology.org/formats/oboInOwl#source
http://purl.obolibrary.org/obo/ECO_0000205	http://www.geneontology.org/formats/oboInOwl#source
